Popularidad,Duracion_en_ms,Explicitud,Bailabilidad,Energia,Tonalidad,Volumen,Modo,Palabrería,Acustica,Instrumentalidad,En_Vivo,Valencia,Tempo,Firma_de_tiempo,Genero_del_track
19,190160,0.0,0.382,0.32,6,-12.699688733430955,1,0.0395,0.609,0.0,0.165,0.226,89.891,3,49
39,223066,0.0,0.75,0.373,0,-12.031,1,0.0285,0.755,0.022,0.117,0.61,105.045,4,93
36,129960,0.0,0.348,0.249,9,-10.28,1,0.029,0.143,0.0,0.221,0.0913,74.577,3,103
0,192040,0.0,0.778,0.883,7,-4.797060999130958,1,0.0595,0.631,0.0,0.229,0.964,104.52,4,96
68,173320,1.0,0.668,0.873,9,-4.612642986574629,1,0.215,0.0967,0.000275,0.239,0.455,146.006,4,30
79,207481,0.0,0.566,0.631620451171585,1,-8.14621637774559,1,0.0424,0.00691,0.0,0.37,0.45,81.068,4,76
60,367933,0.0,0.381,0.341,7,-15.719,1,0.0414,0.161,0.0403,0.448,0.178,143.756,4,80
38,177200,0.0,0.157,0.985,10,-4.195,0,0.07512349203425729,0.00453,0.056,0.155,0.411,177.08,4,44
53,36666,0.0,0.606,0.304,0,-11.546,1,0.22,0.739,0.265,0.117,0.744,95.293,4,13
19,158567,1.0,0.845,0.841,1,-4.983,1,0.208,0.261,0.0,0.0375,0.584,122.1848969801553,4,56
18,229200,0.0,0.761,0.901,2,-2.394,1,0.0547,0.0437,0.00274,0.0716,0.617,127.509,4,57
28,211470,0.0,0.617,0.696,10,-6.45,0,0.314,0.471,0.0,0.118,0.841,66.436,5,56
74,188626,1.0,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4,84
0,179266,0.0,0.374,0.344,8,-10.95,1,0.0272,0.586,9.84e-06,0.144,0.304,75.683,3,34
64,267743,0.0,0.657,0.7422793608271662,11,-7.69,1,0.0564,0.00155,0.763,0.215,0.201,113.939,4,54
0,154906,0.0,0.542,0.606,5,-5.817,1,0.0394,0.368,0.0,0.151,0.491,135.832,4,96
55,199772,0.0,0.428,0.442,7,-10.485,1,0.0303,0.775,0.000132,0.0818,0.687,105.829,4,31
0,203122,0.0,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,122.1848969801553,4,76
57,594213,0.0,0.493,0.83,0,-5.983,0,0.105,0.000308,0.543,0.102,0.114,137.967,4,21
52,205720,0.0,0.548,0.954,9,-3.414959247617327,1,0.0806,5.49e-05,0.000137,0.245,0.488,122.1848969801553,4,54
54,203076,0.0,0.619,0.558,1,-9.01679199222134,0,0.177,0.0558,0.00935,0.16,0.514,195.004,4,51
63,131666,0.0,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,3,58
33,251626,0.0,0.564,0.837,4,-4.734,1,0.0296,0.00457,1.26e-05,0.0709,0.261,147.788,4,88
21,299040,0.0,0.51,0.788713457901357,0,-3.611,0,0.0319,0.251,4.92e-06,0.214,0.573,126.998,4,57
68,243266,0.0,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,4,61
59,244200,0.0,0.522,0.426,0,-7.445,1,0.0242,0.106,0.674,0.224,0.304,93.049,4,95
10,145408,0.0,0.82,0.96,1,-4.696,1,0.145,0.0339,0.0,0.0577,0.916,103.985,4,62
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,87
0,118840,0.0,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,80
17,306024,0.0,0.325,0.343,1,-12.483970868986518,0,0.0538,0.786,5.99e-05,0.0768,0.27,173.532,4,65
50,228293,0.0,0.377,0.0725,0,-22.218,0,0.0584,0.993,0.912,0.174,0.0472,67.547,3,71
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,87
9,240350,0.0,0.665,0.719,2,-7.08,1,0.0631,0.00308,0.257,0.213,0.0737,179.96,4,46
75,224693,0.0,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,63
46,136097,0.0,0.792,0.631620451171585,4,-8.14621637774559,0,0.0581,0.559,0.0,0.0425,0.974,171.852,4,32
22,286853,0.0,0.458,0.969,5,-4.262,0,0.0681,0.00161,2.59e-05,0.962,0.357,139.965,4,47
67,230778,0.0,0.491,0.947,0,-2.252,1,0.07512349203425729,0.00261,0.0,0.34,0.474,166.236,4,61
72,187609,0.0,0.798,0.813,4,-5.869,0,0.07512349203425729,0.564,0.000142,0.108,0.942,93.912,4,20
34,178240,0.0,0.755,0.796,0,-9.621,1,0.0422,0.0166,0.0173,0.0643,0.94,152.153,4,94
0,173106,0.0,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,122.1848969801553,3,60
13,131493,0.0,0.779,0.31,9,-12.955872468352563,1,0.07512349203425729,0.799,1.55e-05,0.0765,0.809,127.856,4,49
67,140426,0.0,0.481,0.733,5,-7.633,1,0.165,0.575,1.18e-05,0.108,0.874,122.909,4,87
0,243057,0.0,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,93
1,317280,0.0,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,84
20,144000,0.0,0.183,0.0709,2,-16.396797223724068,1,0.0498,0.929,0.964,0.134,0.0614,84.695,4,42
0,269533,0.0,0.512,0.879,7,-4.69,0,0.031,9.54e-05,0.00745,0.0824,0.484,92.358,4,21
22,117120,0.0,0.294,0.21645028051920956,2,-15.703,1,0.07512349203425729,0.972,0.0474,0.0992,0.0358,69.944,5,71
28,254693,0.0,0.522,0.952,9,-4.065,1,0.07512349203425729,0.00111,0.0,0.6,0.614,155.063,4,47
49,385746,1.0,0.513,0.581,4,-6.309,0,0.0289,0.011,0.00521,0.214,0.072,132.957,4,54
0,118044,0.0,0.53,0.115,5,-17.129,0,0.319,0.993,0.000336,0.143,0.46,76.106,3,89
43,187250,0.0,0.401,0.128,5,-16.846,1,0.0387,0.988,0.919,0.106,0.0578,93.158,3,71
2,248768,0.0,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,85
0,171093,0.0,0.749,0.815,5,-6.381,0,0.083,0.228,0.00117,0.0838,0.866,102.218,4,63
27,231288,0.0,0.531,0.929,11,-3.801170815617237,1,0.0504,0.0571,0.325,0.378,0.205,150.02,4,101
36,525535,0.0,0.742,0.842,0,-7.68,1,0.07512349203425729,0.137,0.768,0.145,0.593,129.825,4,12
54,263586,0.0,0.578,0.956,6,-3.387030716312335,0,0.0664,0.000371,0.0,0.114,0.768,122.049,4,59
29,46040,0.0,0.164,0.39918028520303983,0,-11.9,1,0.0374,0.736,0.758,0.404,0.0599,122.1848969801553,5,25
49,256986,0.0,0.386,0.348,0,-12.316338598949343,1,0.0291,0.626,0.00123,0.236,0.265,84.376,3,80
47,218613,0.0,0.578,0.88,9,-5.113,1,0.0496,0.108,2.9e-06,0.114,0.719,175.983,4,8
72,233173,0.0,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,4,2
38,291306,0.0,0.467,0.697,2,-9.198,1,0.0281,0.000286,0.0212,0.384,0.249,98.071,4,94
28,187819,0.0,0.487,0.422754674497516,9,-16.163,1,0.0277,0.233,0.0464,0.68,0.17,141.407,4,11
19,316880,0.0,0.672,0.685,1,-8.549,1,0.0294,0.0172,0.00148,0.126,0.228,102.077,4,23
42,131666,0.0,0.207,0.835,8,-5.451,1,0.403,0.0258,9.22e-06,0.0588,0.193,178.044,4,59
0,193143,0.0,0.887,0.3212260233934411,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,28
1,169293,0.0,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,96
40,244600,0.0,0.453,0.522,0,-9.645967807765349,1,0.034,0.258,0.0,0.375,0.242,107.018,4,82
55,216885,0.0,0.362,0.763,3,-8.514,1,0.0589,0.015,0.00481,0.237,0.431,187.291,4,93
20,250733,0.0,0.509,0.554,0,-8.945,0,0.0478,0.234,5.16e-05,0.0968,0.491,80.187,4,65
65,199179,1.0,0.674,0.694,9,-7.076,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,4,99
23,156084,0.0,0.503,0.891,1,-7.559,1,0.07512349203425729,0.794,0.0,0.781,0.242,119.173,4,17
36,284186,0.0,0.447,0.286,3,-9.486,1,0.0284,0.855,0.0,0.111,0.233,122.1848969801553,4,103
0,162897,0.0,0.647,0.876,10,-5.662,1,0.07512349203425729,0.881,3.59e-05,0.26,0.949,151.925,4,7
73,240867,0.0,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,4,52
0,118840,0.0,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,86
54,322320,0.0,0.445,0.476,9,-6.964,1,0.0268,0.21,0.000127,0.0788,0.17,75.208,4,66
35,266346,0.0,0.673,0.599,5,-8.813941584725834,1,0.0316,0.67,1.29e-05,0.166,0.417,113.752,3,88
66,341986,0.0,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,4,2
2,190253,0.0,0.637,0.583,9,-5.686,0,0.258,0.258,8.19e-05,0.367,0.305,176.025,4,85
31,155649,0.0,0.536,0.3800926185639204,10,-13.35,1,0.036,0.656,7.9e-06,0.135,0.705,81.901,4,11
0,129817,0.0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,19
1,222346,0.0,0.639,0.791,10,-4.443,0,0.254,0.0275,0.0,0.362,0.933,92.603,4,85
24,166160,0.0,0.586,0.249,7,-14.297,0,0.241,0.996,0.913,0.198,0.624,119.379,4,100
14,168933,0.0,0.737,0.267,11,-10.835,1,0.0299,0.86,3.73e-05,0.355,0.597,76.312,4,49
34,140068,0.0,0.52,0.917,1,-5.765,1,0.0423,0.00937,2.07e-05,0.327,0.278,104.238,4,44
60,82470,1.0,0.683,0.0759,11,-10.567,0,0.032,0.902,0.0,0.089,0.74,93.186,4,30
70,233270,0.0,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,4,93
43,242973,0.0,0.603,0.67,2,-7.410564115888073,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,10
12,156164,0.0,0.788,0.443,8,-11.546,1,0.12,0.18,0.0575,0.0873,0.317,101.439,4,62
15,167680,0.0,0.603,0.554,9,-12.287,1,0.0316,0.7,5.83e-06,0.139,0.897,92.621,4,49
33,129800,0.0,0.675,0.484,8,-8.389,1,0.07512349203425729,0.722,0.814,0.201,0.797,122.1848969801553,4,25
24,260560,0.0,0.439,0.8416319561345112,11,-2.476,1,0.07512349203425729,0.186,0.0,0.257,0.633,134.059,4,57
0,242573,0.0,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,64
1,227520,1.0,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,85
57,260878,0.0,0.355,0.0962,9,-14.729,1,0.0395,0.956,1.76e-05,0.0866,0.201,144.58,4,66
63,243720,0.0,0.49,0.901,2,-4.160336214941482,1,0.12,0.000343,0.0882,0.119,0.31,166.049,4,54
0,243057,0.0,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,86
41,256665,0.0,0.438,0.7551292856863883,7,-7.271,0,0.0355,2.1e-05,0.00321,0.411,0.531,101.961,4,82
0,253626,0.0,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,31
0,194013,0.0,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,84
9,124076,0.0,0.675,0.587,0,-8.67060147726113,0,0.0818,0.157,0.877,0.111,0.878,186.219,3,97
40,188933,0.0,0.426,0.951,7,-8.2,1,0.0989,0.00053,0.0,0.475,0.394,143.193,4,47
0,124013,0.0,0.299,0.377,0,-7.425,1,0.07512349203425729,0.859,0.0,0.116,0.378,69.272,4,88
45,223146,0.0,0.498,0.74,1,-3.931,0,0.0359,0.231,0.0,0.51,0.461,166.07,4,32
0,114551,0.0,0.426,0.473,5,-7.924,1,0.0335,0.353,0.0,0.0234,0.937,181.752,4,86
65,229933,0.0,0.599,0.788,8,-6.25,0,0.0294,0.263,0.00525,0.155,0.581,100.001,3,41
32,132632,0.0,0.406,0.465,7,-14.161,1,0.07512349203425729,0.777,0.0655,0.119,0.328,88.235,3,11
0,222773,1.0,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,3
0,123453,0.0,0.631,0.569,5,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,4,88
0,267493,0.0,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,78
26,274306,0.0,0.73,0.597,0,-8.671,1,0.0268,0.702,4.13e-06,0.0754,0.49,120.303,4,101
61,245978,0.0,0.408,0.314,0,-7.729,1,0.0323,0.48,1.27e-05,0.111,0.0833,105.096,4,99
0,396773,0.0,0.547,0.56,0,-6.32,1,0.0241,0.0393,3.63e-06,0.0632,0.472,83.337,4,86
54,189293,1.0,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,4,67
25,208646,0.0,0.447,0.739778258922089,9,-7.79,1,0.0401,1.39e-05,0.895,0.192,0.414,139.812,4,47
0,56360,0.0,0.295,0.195,5,-22.43,0,0.0457,0.994,0.916,0.205,0.496,131.893,5,36
0,147800,0.0,0.524,0.614,0,-8.05,1,0.07512349203425729,0.202,0.0,0.0802,0.751,82.229,4,34
44,189604,0.0,0.598,0.721,1,-5.563,0,0.0652,0.7,0.0,0.119,0.34,175.981,4,99
53,341177,0.0,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,93
28,130346,0.0,0.427,0.471,0,-9.88,0,0.0426,0.647,0.384,0.538,0.925,183.74,4,25
0,246853,0.0,0.821,0.753,1,-5.27,0,0.0817,0.0148,6.13e-06,0.109,0.364,114.983,4,28
42,130496,0.0,0.715,0.217,5,-10.499,1,0.0319,0.822,0.0,0.102,0.509,119.902,3,13
35,247306,0.0,0.802,0.799,5,-5.77,1,0.0288,0.427,2.03e-06,0.207,0.901,114.188,4,101
21,170187,0.0,0.656,0.224,5,-14.216774379589172,0,0.0772,0.884,1.15e-06,0.108,0.636,126.526,4,100
22,177711,0.0,0.8,0.631620451171585,9,-8.14621637774559,0,0.07512349203425729,0.802,0.88,0.112,0.271,155.998,1,97
22,234533,0.0,0.666,0.198,8,-22.909,1,0.948,0.818,0.0,0.847,0.585,99.537,3,17
36,162716,0.0,0.77,0.62,11,-6.435,0,0.109,0.036,0.848,0.087,0.542,86.987,4,97
31,281890,0.0,0.495,0.852,0,-5.487,1,0.0451,0.000121,0.000483,0.136,0.466,127.962,4,38
9,210106,0.0,0.63,0.758,7,-7.344,1,0.0256,0.00613,1.08e-05,0.299,0.918,104.257,4,62
36,313626,0.0,0.618,0.665,0,-10.096,1,0.0287,0.0168,0.000106,0.515,0.811,145.45,4,94
81,165853,0.0,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,4,82
60,326842,0.0,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,4,59
52,312893,0.0,0.361,0.211,9,-14.13676810653563,1,0.07512349203425729,0.452,0.00174,0.0857,0.222,142.625,4,80
0,129332,0.0,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,63
45,258626,0.0,0.557,0.82,7,-9.992,0,0.0504,0.687,0.00172,0.93,0.848,173.183,4,70
17,284903,0.0,0.555,0.8207434967958755,5,-5.04,1,0.143,0.00131,0.00596,0.245,0.1,154.982,4,43
26,154266,0.0,0.376,0.853,9,-9.893,0,0.0719,0.00466,0.0,0.222,0.435,143.858,4,47
1,197995,0.0,0.503,0.849,5,-2.709,1,0.0615,0.00428,0.0,0.0667,0.762,165.096,4,61
20,191373,1.0,0.55,0.680969592432261,6,-5.191,1,0.301,0.456,0.0,0.201,0.816,137.527,5,56
23,132117,0.0,0.672,0.452,11,-11.013434232163375,1,0.0339,0.888,0.913,0.108,0.237,89.008,4,97
58,177026,0.0,0.738,0.305,0,-9.667,1,0.0286,0.851,1.74e-05,0.15,0.489,116.07,1,93
11,109805,0.0,0.719,0.667,6,-11.947,1,0.07512349203425729,0.68,0.0,0.218,0.965,122.1848969801553,4,49
11,281933,0.0,0.747,0.676,7,-6.941,1,0.055,0.000368,0.933,0.108,0.0373,132.07,4,23
0,303297,0.0,0.105,0.154,1,-14.355,1,0.0334,0.946,0.895,0.0683,0.0756,71.0,4,71
0,170506,0.0,0.674,0.666,10,-9.749,1,0.0381,0.392,0.0,0.231,0.734,115.868,4,24
48,195880,0.0,0.514,0.675,9,-9.413,1,0.0361,0.679,0.0,0.63,0.861,173.953,4,91
0,197146,0.0,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,86
10,255422,0.0,0.802,0.884,10,-10.392,0,0.0536,0.00144,0.772,0.13,0.441,135.375,4,23
7,242513,0.0,0.791,0.768,7,-6.040016733293687,0,0.07512349203425729,0.0162,0.941,0.111,0.183,122.1848969801553,4,23
19,246853,0.0,0.543,0.8330739278630042,1,-4.635,1,0.109,0.000135,0.0,0.299,0.171,140.055,4,47
55,203653,0.0,0.608,0.584,1,-6.652,1,0.0352,0.00995,0.0,0.203,0.251,94.956,4,67
47,232893,0.0,0.44,0.731,9,-5.381,1,0.0285,0.0435,0.031,0.0884,0.373,152.215,4,66
72,146933,0.0,0.623,0.537,10,-10.014,0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,4,87
65,121630,1.0,0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,4,30
66,537653,0.0,0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,4,86
64,262560,0.0,0.414,0.369,6,-9.606,1,0.0262,0.453,0.501,0.0985,0.17,96.722,3,53
45,458880,0.0,0.799,0.7061598050290383,2,-8.926,1,0.0614,5.8e-05,0.878,0.107,0.266,125.0,4,69
82,292613,0.0,0.749,0.491,10,-9.655,1,0.07512349203425729,0.02,0.00899,0.159,0.536,119.528,4,98
40,237600,0.0,0.681,0.69,0,-10.112,1,0.167,0.61,1.25e-05,0.696,0.716,99.705,4,90
28,278400,0.0,0.58,0.725,10,-4.996,1,0.0289,0.479,0.0,0.386,0.629,131.332,4,57
25,285493,0.0,0.626,0.597,2,-8.68,1,0.0269,0.317,0.000287,0.115,0.699,105.262,4,6
25,153106,0.0,0.571,0.156,3,-9.633,1,0.1,0.987,0.000172,0.306,0.556,66.772,4,100
0,120226,0.0,0.551,0.424,6,-10.73,1,0.0353,0.637,0.0,0.165,0.925,131.746,4,80
2,217361,0.0,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,64
50,318880,0.0,0.489,0.522,11,-5.291,1,0.0306,0.401,0.0,0.238,0.43,78.035,4,30
41,217533,0.0,0.505,0.49695593613158195,6,-11.17,0,0.334,0.48,0.0,0.821,0.786,109.42,4,90
5,603683,0.0,0.813,0.93,5,-9.246,1,0.0608,2.46e-05,0.927,0.747,0.241,121.028,4,23
1,191778,0.0,0.764,0.776,11,-5.329,0,0.0329,0.124,0.000512,0.327,0.772,119.92,4,48
60,200757,0.0,0.533,0.464,7,-8.708,1,0.0269,0.196,0.0,0.237,0.157,92.184,4,99
2,217361,0.0,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,85
19,56379,0.0,0.337,0.431,1,-12.655,1,0.0398,0.036,0.648,0.106,0.0303,85.473,4,10
71,222093,0.0,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,4,3
53,213306,0.0,0.468,0.104,6,-14.49,1,0.0336,0.895,0.00179,0.114,0.453,95.852,4,31
17,318718,0.0,0.399,0.976,2,-3.105625976852945,1,0.0555,4.79e-05,0.677,0.043,0.229,169.996,4,43
38,165240,0.0,0.574,0.934,8,-3.138,1,0.0476,0.0056,0.00419,0.105,0.921,163.742,4,44
0,124653,0.0,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,2
21,190227,0.0,0.507,0.311,3,-5.669,1,0.0695,0.99,0.0,0.112,0.487,175.279,3,100
73,223122,0.0,0.599,0.775,1,-5.944939592030522,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,4,61
67,811077,0.0,0.264,0.631620451171585,7,-8.14621637774559,0,0.028,0.772,0.686,0.107,0.0402,137.937,3,80
10,379753,0.0,0.152,0.419,9,-11.338123871168161,0,0.07512349203425729,0.659,0.908,0.0772,0.131,85.51,4,55
34,148840,0.0,0.44,0.58,5,-7.815,1,0.028,0.366,0.0178,0.459,0.352,94.042,4,38
75,262240,0.0,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4,34
39,281082,0.0,0.56,0.641,9,-7.898564763903726,1,0.05,0.136,2.18e-06,0.981,0.437,122.1848969801553,4,94
0,194706,0.0,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,60
66,226666,0.0,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,4,80
0,129817,0.0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,50
0,147800,0.0,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,52
2,161973,0.0,0.756,0.8,1,-3.673,1,0.0585,0.066,0.0,0.0646,0.718,128.022,4,63
57,233800,0.0,0.477,0.946,5,-6.734,1,0.0423,6.14e-05,0.0271,0.333,0.563,79.948,4,72
0,128226,0.0,0.717,0.283,2,-8.335,1,0.0778,0.798,0.0,0.293,0.935,120.794,4,60
24,143543,0.0,0.625,0.67,5,-5.383,1,0.0431,0.239,0.0,0.411,0.795,107.045,4,40
56,243466,0.0,0.479,0.707,1,-4.968,1,0.0659,0.0471,0.0,0.0932,0.661,148.092,4,78
10,295120,0.0,0.6,0.893,6,-5.212,1,0.07512349203425729,0.000472,0.86,0.103,0.0915,140.077,4,9
0,211626,0.0,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-06,0.0677,0.752,92.229,4,3
59,432000,0.0,0.795,0.652,2,-8.042,1,0.0434,0.000379,0.881,0.0879,0.121,124.995,4,101
16,137919,0.0,0.687,0.904,6,-4.208,1,0.454,0.118,0.000848,0.646,0.0378,155.059,4,43
36,184666,0.0,0.603,0.976,1,-3.1067404687231015,1,0.1,0.00188,9.71e-05,0.285,0.488,116.988,4,44
1,168839,0.0,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,28
0,129817,0.0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,27
0,188320,0.0,0.647,0.165,10,-16.328,1,0.07512349203425729,0.894,0.00187,0.116,0.59,75.978,4,98
70,167960,0.0,0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,4,3
26,131333,0.0,0.63,0.419,9,-7.197,0,0.0487,0.332,0.874,0.127,0.358,179.977,4,97
36,339853,0.0,0.56,0.925,0,-5.48,1,0.0362,0.0372,0.0,0.104,0.178,135.009,4,67
63,214573,0.0,0.615,0.841,11,-5.352,1,0.0416,0.0178,0.0,0.133,0.316,126.026,4,30
57,127453,0.0,0.607,0.479,2,-10.492,1,0.0273,0.894,0.668,0.182,0.587,111.368,3,87
33,131500,0.0,0.73,0.781,7,-6.532,1,0.0875,0.128,0.948,0.0794,0.694,92.037,4,97
37,183878,0.0,0.794,0.58,7,-12.992,1,0.111,0.153,0.0,0.137,0.889,122.1848969801553,4,90
2,215666,0.0,0.441,0.986,0,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,4,34
54,136066,0.0,0.718,0.593,0,-9.976,1,0.0377,0.67,0.0,0.172,0.869,124.251,4,10
36,172773,0.0,0.668,0.974,9,-5.882,1,0.043,0.00265,0.000128,0.259,0.943,147.029,4,98
8,344810,0.0,0.715,0.935,11,-6.65,0,0.0328,1.41e-05,0.876,0.33,0.933,128.104,4,12
0,155960,0.0,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,85
58,189055,0.0,0.454,0.331,0,-12.221,1,0.0373,0.509,5.3e-05,0.117,0.327,100.019,4,13
35,126832,0.0,0.719,0.557,2,-6.112,1,0.049,0.0332,0.883,0.106,0.252,94.006,4,97
65,200057,0.0,0.346,0.62,7,-9.247,1,0.0432,0.0822,0.00393,0.599,0.391,93.932,3,88
0,131733,0.0,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,7
0,264266,0.0,0.596,0.964,2,-5.754,1,0.0804,9.52e-05,0.834,0.203,0.399,128.021,4,54
0,115506,0.0,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,96
2,135053,0.0,0.833,0.652,11,-7.662148954508774,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,48
0,227520,1.0,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,85
22,280297,0.0,0.37,0.495,9,-10.692,1,0.0311,0.458,0.0025,0.0962,0.458,169.224,4,6
46,270306,0.0,0.552,0.883,2,-6.874,0,0.163,0.514,0.0,0.977,0.711,115.046,4,73
27,121886,0.0,0.669,0.308,11,-13.035091654083239,1,0.029,0.883,0.0,0.0984,0.52,64.936,4,30
20,239026,0.0,0.697,0.632,2,-7.845,1,0.07512349203425729,0.608,0.00364,0.0925,0.792,74.359,4,1
51,133286,0.0,0.586,0.457,10,-10.747255112628167,1,0.07512349203425729,0.566,0.893,0.12,0.21,110.034,4,5
48,200773,0.0,0.513,0.779,4,-5.974652705444116,1,0.0362,0.163,1.21e-05,0.698,0.618,163.98,4,91
21,185209,0.0,0.524,0.989,6,-5.778,1,0.0523,7.96e-05,0.378,0.341,0.534,99.889,4,46
35,197830,0.0,0.58,0.841,4,-6.314,0,0.0414,0.0993,0.000178,0.833,0.631,122.1848969801553,4,44
20,52466,0.0,0.165,0.058,0,-28.367,1,0.0474,0.793,0.892,0.143,0.0343,147.948,3,25
22,308880,0.0,0.572,0.7557257870209982,3,-2.845,1,0.183,0.438,1.5e-06,0.315,0.418,133.984,4,57
0,248768,0.0,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,64
46,262143,0.0,0.769,0.718,0,-5.809,1,0.0241,0.234,0.0,0.168,0.725,105.015,4,91
51,242186,0.0,0.653,0.811,11,-5.433,1,0.0319,0.000612,2.86e-05,0.135,0.659,128.023,4,16
0,154160,0.0,0.719,0.194,7,-13.088,0,0.043,0.749,1.07e-06,0.0794,0.758,114.786,4,60
3,129817,0.0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,19
35,210373,0.0,0.685,0.732,9,-6.539414864443186,0,0.0322,0.00506,0.778,0.064,0.856,127.999,4,26
0,267493,0.0,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,81
20,242440,0.0,0.666,0.774,6,-4.816,1,0.0508,0.00565,0.0,0.19,0.851,138.004,4,57
35,263296,0.0,0.579,0.348,0,-9.646,1,0.0569,0.661,0.0,0.171,0.0846,159.918,4,93
